Tweet	Tag	Score
hi <A/O> gandoo <A/O>	Abusive/Offensive	3.0
Kr ly <A/O> gandoo <A/O>	Abusive/Offensive	3.0
<S> uzma tum ik gashti orat ho <S>	Sexist	3.0
Or <S> tum pakistan ki certified gashti gu <S>	Sexist	3.0
<A/O> Tmhari maa gashti <A/O>	Abusive/Offensive	3.0
<U> jisney match ki koi tweet ki uski maa gashti <U>	Untargeted	3.0
<A/O> gashti ky bachy <A/O> tu apna kam kr baqion ki chior <A/O> kisi kutti ky bachy. <A/O> Tum log humaray tax ky pyson sy perh kr yahan pohonchy ho <A/O> kisi urti gashti ki olad. <A/O>	Abusive/Offensive	5.0
<A/O> Kisi gashti ka bacha hai ye <A/O>	Abusive/Offensive	3.0
<S> Gashti <S> aap ka misal wo digar wali . Ky amgoor khatty hain	Sexist	3.0
<S> Gashti Randi sali <S>	Sexist	4.0
<S> Lanat is gashti te <S>	Sexist	4.0
<A/O> Tmhra qasor ni tum hu e gandi nali k pedawar q tm clear hramzda hu <A/O> <A/O> beghrt gashti k <A/O>	Abusive/Offensive	5.0
<S> is gashti <S> ka ego dekhoo abhi follow kiyya	Sexist	3.0
<S> Ghar se bhaag jaany wali gashti <S>	Sexist	4.0
Aap ko pata to <S> bohat bri gashti <S> tention na le <S> imran khan teri phuddi nhi le ga gashti bachi behnchood <S>	Sexist	5.0
<S> gashti <S>	Sexist	3.0
<A/O> To apni choti baaji ka rishta na de kisi gashti ki aulaad <A/O> <A/O> teri maa gashti he tujhy pata he wo chakla chalati behnchod gaando <A/O>	Abusive/Offensive	5.0
<S> Teri behn ko chodo gashti ki bachi <S> <Rel> to he haram ki aulaad najaiz aulaad <Rel> <S> gashti teri maa gashti tera baap dalla tha tera pura gar kanjar khana tha <S>	Sexist	5.0
Tum ko fouj itni buri lagti he to <S> phuddi de do fouj ko behnchod gashti <S>	Sexist	4.0
<A/O> Teri anmi aur baaji ki yaar he fouj kisi gashti maa k bachy <A/O>	Abusive/Offensive	5.0
<A/O> Kisi sasti gashti k bachay <A/O> Pakistan fauj larna na jaanti tou teray katooray Abhinandan ko jo pakar k danda diya is oh saari dunya be dekha. civilian matters main interference fauj ki buhat bari ghalati hai laikin hum India ka narrative phailaayein, <A/O> LANAT ghadaar maa k bachay <A/O>	Abusive/Offensive	5.0
<A/O> Hum Tu pehlay hi kehtay thay yeh Kisi gashti k bachay Hain <A/O> now proved 😅	Abusive/Offensive	4.0
<S> Sali gashti tujhe pichli chudai Yaad nhi kya <S> 😉 <S> Kapde faad k nangi kar k mooh mein loda thus thus k Teri chut mein jhatke maar maar k Khun nikal Diya tha na <S> 😉 Phir Uske baad naye dress diye na 😋 Yeh wala bhul gayi?	Sexist	5.0
<A/O> Teri maan Gashti <A/O> .........😁😆😋	Abusive/Offensive	3.0
<U> Kisi Gashti Ke Bachey Ne Kiya Hai server Nuked <U>	Untargeted	3.0
Tm ghareloo NhI ho na <S> Tm tu pti ki gashti ho <S>	Sexist	3.0
Or <S> tm gashti ho <S>	Sexist	3.0
Yah ak alm e Deen ke zaban ha? Chalo Asa ha to phir asa he sahee <A/O> Amir to kasi gashti kah bacha ha taree nae Wali bv ko kuta choden <A/O>	Abusive/Offensive	5.0
<A/O> Kissay gandi gashti k bachay patwari. <A/O>	Abusive/Offensive	5.0
<A/O> Bawa Ji ki maaa chud gaiii <A/O> ... original clip main aisa kuch nahi jesi tuhmatay ye laga raha tha <A/O> gashti ka Bacha <A/O>	Abusive/Offensive	5.0
<S> Shakel se he gashti lagti ha maderchood <S>	Sexist	5.0
G <S> gashti tmhin shayad andaza ni ha k imran khan Teri trha kitna ghtya insan ha ye zra intelligence k logo se apni ek dafa marwa k puch lo. <S> <S> Is begairat ne sirf ek Kam Kia ha k Teri jesi gashtyun ko Kam dalwany ki khuli chhuti di ha <S>	Sexist	5.0
<A/O> Gashti ke bachay <A/O> Simon doull ki baat kr rha he <A/O> gand phti ge Kisi ruli rndi ke bachay <A/O>	Abusive/Offensive	5.0
<Rel> Haram Khorrr gashti <Rel>	Religious	4.0
Teray muhallay walay bhi sahi kehtay hain that you can't give results that's why your neibhourhood has to interfere. <A/O> Go for your kids DNA gashti ki olad <A/O>	Abusive/Offensive	5.0
<A/O> Tm jesy gashti k bachon <A/O> ki wja se hi to jahalat khtm nhi ho rhi aur baakion ko b yh <A/O> syasi log chutiya smjhty hain. <A/O> <A/O> Patwari waqae dagarh dally hoty hain <A/O>	Abusive/Offensive	5.0
<A/O> Kisi Aaalaw kism k gashti ka bacahy <A/O> tujh say to teri bivi teri maa tery behn bhai rabty main nahi hongy jhooty shaks	Abusive/Offensive	4.0
<A/O> O kutty insan <A/O> tn hota kn ha mare fojj py <A/O> bhokny walay o zaleel insano <A/O> tm jeson ko ur <A/O> tmhari iss kutti gashti leader ko main apni fojj k boot py war dn <A/O>	Abusive/Offensive	5.0
<S> Es Gashti Khusri K Moo'n Par Thukna Chahiye tha <S>	Sexist	5.0
<S> Gashti <S> run	Sexist	3.0
Abey tumhare mute se mujhe farak nhi prta <S> gashti, <S> acha hai ek bawaseer chale jayga	Sexist	3.0
<S> Gashti ki aur gando ki olaad iss ny yeh bakwas kab ki <S> , <A/O> laanat pehly iss par aur baad main tum par <A/O>	Sexist	4.0
<S> gashti-vity <S>	Sexist	3.0
<Rel> Haram kee tukham teray baap zardari kee gashti hai <Rel> woh isliay bura lag raha, PTI walon k saath bura ho tou <A/O> Apni maa k bhosray mein war jatay ho. <A/O>	Religious	5.0
<A/O> Kisi gashti maa k bachy <A/O>	Abusive/Offensive	3.0
Kahan gayab <S> gashti <S>	Sexist	3.0
kia kisi nay <S> Maryam Gashti <S> ka koi tweet India or abhi nandan kay helaf dekha hoto mujy tag krna	Sexist	3.0
<S> Peeli GASHTI <S> ...😏😏😏	Sexist	3.0
ye to lagta ha sari batain <Rel> nawaz kheenzeer <Rel> k khelaf kar raha ha show baaz wesy sahi he bol raha ha <Rel> dalli ka bacha harami nasal k khud to randi bao g nas gaya or ye gashti yahan choor gaya bhoonkny k lia <Rel> or hum baap beta jailo mein	Religious	5.0
Rent a YEH LLOW <S> Gashti <S> ....	Sexist	3.0
<S> Gashti <S>	Sexist	3.0
RT : First one is a super star. The other is a <S> Gashti. <S>	Sexist	3.0
Apki b hai videos mere pass <S> gashti <S>	Sexist	3.0
<A/O> Teri pain nu Gernal bajwa da lun salya gashti dya bachya <A/O> <A/O> bakwas band kr apni <A/O>	Abusive/Offensive	5.0
<S> Gashti😳 <S>	Sexist	3.0
<S> Lanat ho tum pe memona gashti <S>	Sexist	4.0
<A/O> Gashti k bachy <A/O> tu Mary trf tha na 😭😭😂😂😂😂	Abusive/Offensive	3.0
<S> Lahor ki Gashti Heera Mandi Ki Kanjri Maryam safdar <S> <A/O> Foj pa Bonkne wali Kottiy <A/O> a ko Giraftar Kiya jay Or Lahor Haai kot Band hona chaiye 👢	Sexist	5.0
<S> gashti <S> kahan ho?	Sexist	3.0
<A/O> Teri Ma KO chodun Gashti Teri Ma Randi Ki Bachi <A/O> Bsdkk	Abusive/Offensive	5.0
RT : <S> Teri gand ma jo kharish ho rahi hai wo hum door kr dety hain naizi k l pr na charo gashti <S>	Sexist	3.0
<A/O> Gashti k bachay <A/O> ignore krr detay hain jese main fan him inka <A/O> maderchod k bachay <A/O>	Abusive/Offensive	5.0
Han me yahan likh deta hu k teri baaji gashti hai, whole world should believe it, right!? <A/O>	Abusive/Offensive	4.0
<A/O> Yeh lanat apni gashti maa py bhej jis ny tere jesa kuta paida kia <A/O>	Abusive/Offensive	4.0
<A/O> Gashti k bachay <A/O> khila q nai rahay	Abusive/Offensive	3.0
nahi wysy aj bara hi taqleef deh din hy kyun keh 27 feb jo hyjis din tumharay pilot ko chai pilai thi. <A/O> Thukai kerny ky badd gashti ki olad. <A/O>	Abusive/Offensive	4.0
<S> Genuine question: Who invented word Randi? The net tells me it came into being post 1966 then reham khan came in world gashti <S>	Sexist	5.0
Nope <A/O> Nawaz Sharif and his two sons gashti y bachy. <A/O>	Abusive/Offensive	3.0
Main koi SM member nahi hu PTI ka <Rel> harami indian randi ki olad. <Rel> Niqal yahan sy or <Rel> ja kr apni gao mata ka pichwara chat. <Rel> <A/O> Niqal yahan sy gashti ki olad. <A/O>	Religious	5.0
buhahaha. daleel. <A/O> Gashti ky bachy <A/O> konsi daleel di hy tu ny. Spot rates on average musalsal neechy rahay pichly 3 saal long term contract sy or <Rel> bakwas kerwa lo Indians harami on sy <Rel> Nawaz ki mohabat main.	Religious	4.0
fps boost kar mere <S> gashti <S>	Sexist	3.0
Italy Mai <S> matar gashti <S>	Sexist	3.0
Baat tau saheeh hai. Lekin shaid iss bahanay lifafa hee mil jaye	Neutral	0.0
RT : <A/O> Shame on Hamid Mir! Shame on Asma Sherazi! Shame on #Lifafa gang! <A/O> #ShahabLeaks #ArrestHamidMir #AsmaSherazi	Abusive/Offensive	3.0
"<A/O> Ye ""Lifafa"" Launda <A/O> Jhoot bol raha ha. #ShahabLeaks seb fraud ha. Main gawahi deta hoon, Hamid Mir kaii Saal pehly keh chuka ha k mera Facebook pay koi account nhi. Main wo jaali accounts dekh ker ignore kr diya krtaa thaa. Ab ye Asma Shirazi k baary mn <A/O> bekwaas kr raha ha. <A/O>"	Abusive/Offensive	3.0
What type of sycophants we have in our society... shameless characters.. <U> lifafa journalist.. <U>	Untargeted	3.0
<A/O> HAMID MIR sirf lifafa chahta hai. <A/O>	Abusive/Offensive	3.0
Hahahaha.... immature attempt to prove Hamid Mir as...... innocent....hats off you <A/O> ...Mr lifafa journalist... <A/O>	Abusive/Offensive	3.0
<A/O> In Pakistan we call them Lifafa and it means those who take money from their masters to bark in the direction their masters want, ao u should not try to portray him as a savior. <A/O> His colleague <A/O> Asad toor has been a foul mouthed YouTuber and bot a real journalist and a drug paddler <A/O>	Abusive/Offensive	5.0
Asal my hmy lifafa journalism ki adat ho gae is leiy haqeqat haqeqat ni lagti... #ShahabLeaks	Neutral	0.0
Bhai t apne bete ko khilalo t20.... <A/O> Lifafa journalist... <A/O>	Abusive/Offensive	3.0
<A/O> Mir Mohammad ali niazi kuttay ka lifafa ha khud ki 2 takay ki aukat nai <A/O> hamid mir say <A/O> bakchodian kar raha ha pti ka dalla <A/O>	Abusive/Offensive	5.0
Lifafa chaye?	Neutral	0.0
Apki achi naukri hai farzi doctor, har positive post pe ja k yahi 1 tweet kerte raho aur phir <A/O> PMLN media cell se har month lifafa ata rahega. <A/O>	Abusive/Offensive	3.0
Jab tak IK ki hakomat nai ai thi. Dunya ko nai pata tha k yahan bikay huway Lifafa journalist main stream media May anchors Aur analyst ban k atay hy. Aur barmla kehtay hy k hm to Hakomatayn banatay aur giratay hy. Ap sab buri tarha expose ho kar reh gaye	Neutral	0.0
Salam apko aur han main lifafa nee hun!	Neutral	0.0
The same idiot who slap poor on duty police constable for doing his duty, these people can give you lifafa and you can bidding for him all you can but they are corrupt and part of mafia!	Neutral	0.0
<A/O> Hamid Mir is a swindler n a fraudia 3rd class lifafa journalist <A/O> so pl don't compare him with yourself...	Abusive/Offensive	4.0
Dispretly waiting for another lifafa leaks.	Neutral	0.0
<A/O> Tum Shuru se lafada ho the is Hukumat Ne Tumhen Lifafa Diya <A/O> jisse Tum Apna Ghar Shuru kar liya Garib aadami ko kya Mila Hai batao pahle Tumne Do sadiyan Ki Hain <A/O> lifafe <A/O> Tujhe Milte Hain <A/O> badtamiz Insan Ho Tum <A/O>	Abusive/Offensive	4.0
Why TF is an <Rel> Indian piss drinking moron <Rel> talking shit here? Further proof that Indian agencies are behind <A/O> lifafa brigade. <A/O>	Religious	4.0
Chal <A/O> Lifafa journalist <A/O>	Abusive/Offensive	3.0
<A/O> Lifafa bol Raha ha <A/O>	Abusive/Offensive	3.0
<A/O> Buhut Barra lifafa hay bhai <A/O>	Abusive/Offensive	3.0
<A/O> Wo b tery jaisy luchy hain <A/O> <Rel> ...chitter pary hoye hain unko ....tery sath sirf or sirf lifafa or hram khoor khara hy <Rel> ..baki koi nai	Religious	4.0
<A/O> aur ap khud lifafa ly k beth gayi, ap jesy logon ny sahafat badnaam kr di <A/O> ab koi sahafi nazar aye to khayal ata k <A/O> mir ki tarah ghaddar n asma ki tarah lifafa hoga bs <A/O> 🖐🏻 lanat aisy sahafiyon py	Abusive/Offensive	5.0
Waise tum mujra dekhti ho kya hiramandi k bazar me roz aise dance hote hai na ek video bheja hai Afghan bhai ne dekhna chahoge 🤗🤣	Neutral	0.0
<A/O> Hiramandi di aullade hengi sali <A/O> .... <A/O> maa di lun penchoda di <A/O> ..... <A/O> lakh di lanat innha vargi mava de jinhaa ne inni gandi aullad jammi <A/O>	Abusive/Offensive	5.0
<S> tumhari aur tumhari ammi ki hiramandi se 1billion dollars earnings hon gi sabse chudwatey ho maderchood <S>	Sexist	5.0
<S> Veena malik meera ya sunny Leone kyunke gshti ki history pe gshti hi jchaygi <S>	Sexist	3.0
<S> ap bhi gshti aur bhi gshti <S>	Sexist	3.0
<S> Is gshti ki soch pe lanat kese khud k jism ki publicity kr rhi hai <S>	Sexist	4.0
<S> o gshti bqwas bnd rkh <S>	Sexist	4.0
<S> Gshti orat <S>	Sexist	3.0
<A/O> Nahi g iss ki maa heera mndi ki sb se bri gshti <A/O> this to smj jayne <Rel> Putr kitna bra hrami ho ga <Rel>	Religious	4.0
<Rel> Yeh gshti ka bcha AEO hai udr hrami nsl ka <Rel>	Religious	4.0
<S> wha gshti wha <S>	Sexist	3.0
<S> Gshti dio bachio lantio <S>	Sexist	3.0
Buhahahah. Kaya hua jawab nahi a raha hy keh 13.37% wali deal mehngi par gai hy. <A/O> Lekin Indian gashti ky bachon <A/O> ko Nawaz pasand hy jysy humain Modi pasand hy. <A/O> Niqal yahan sy gashti ky bachy. <A/O>	Abusive/Offensive	4.0
or is ky baad kaya hua tha woh bhi parh ly. Wohi supply kam price main mil gai thi. Magar kaya kia jy <A/O> Indian gashti ki oladon ko phir bhi bakwas kerni hoti hy. <A/O>	Abusive/Offensive	4.0
Phir kaya bolayn tum ko <S> chikney choudo gashti <S> jo tum ko acchi lagay wo bolo ga tum ko.	Sexist	4.0
<A/O> Gashti k bachy endian <A/O>	Abusive/Offensive	3.0
Tm chalti sb phly Maa behan dono chalti ho <A/O> gashti k bachi <A/O>	Abusive/Offensive	3.0
buhahahah. <A/O> Aa gaya bhosri ka maa chudanay. <A/O> <A/O> gashti ky bachy <A/O> tu toh keh raha tha keh zaiada price pr khareedi us ka jawab dy na jo main ny kaha hy kisi urti <A/O> khassi maa ki olad. <A/O>	Abusive/Offensive	5.0
RT : ahhh how do i get my reach back <A/O> twitter gashti ka bacha na ho tou <A/O>	Abusive/Offensive	3.0
<S> is gashti <S> ko foregin affair pe bolny ka kis nay kaha ? or <S> ye randi <S> har urta howa teer edhar q lay ati hain. kia itni kamzor ha k kuch action nai ?	Sexist	4.0
RT : reject a brown and they will be like oh woh <U> toh wese bhi gashti thi <U> ..lol	Untargeted	3.0
Agar mera miscarriage ho gaya hota tu <A/O> teri gashti maan <A/O> ka aik customer kam ho jata aur <A/O> woh tujhe jaise dallay ko paal poos ke bara na ker sakti. <A/O> 😂	Abusive/Offensive	5.0
<S> Gashti aurat <S> ...	Sexist	3.0
<S> Gashti <S>	Sexist	3.0
<S> Sali gashti zamny ki <S>	Sexist	4.0
Haha why u want to meet me lol talk to <S> mere saali sasti gashti land chaiye mere ? <S>	Sexist	4.0
Shakal tou meri khuda nay bani hay <A/O> tou nay apni behan ka rishta ni dena tou na day kisi sasti gashti kay bacha randi ki olad <A/O>	Abusive/Offensive	5.0
<S> Gali Gali me shor ha Mariam Gashti Chor ha <S>	Sexist	5.0
Q k teri maa ka khasam he Ahsin iqbal. <A/O> Gashti k bachy <A/O>	Abusive/Offensive	3.0
Lekin <A/O> GASHti ka bach-ha <A/O> us kay khilaf appeal dair ker raha hai ...	Abusive/Offensive	3.0
<A/O> Aik kutta salman khalid <A/O> bhi rakha jo <A/O> apniii maaa paish karnay a gaya ha <A/O> ... <A/O> gashti ka bacha <A/O>	Abusive/Offensive	5.0
<Rel> jo tumhari maa chod k bheji wapis usko bhol gyi ho gashti maa k bchi randi bhenchod WEHSHEYA haraam zaadi saaali kuttiya ki bchi BITCH. <Rel> <S> YOU'RE A CHEAP MOTHER FUCKING SLEAZY PUSSY which is brutally fucked where ever its found. <S> <S> ana fir khusbu lga k phaar k ulti ltka denge CHOOT OK <S>	Sexist	5.0
<S> Gashti politics d <S>	Sexist	3.0
<S> Gashti ka analysis <S>	Sexist	3.0
<S> Tu Gashti Meray L Ka Mukabala Kary Gai Bc Dangar <S>	Sexist	5.0
<S> Certified Gashti <S>	Sexist	3.0
<S> Gashti <S>	Sexist	3.0
Hahahaha hahahahaha <S> jb es ki gand phatti hai mujy boht maza aata hai sali gashti siyasi randi tum kro to fun hum kren to chudai randi ki bachi <S>	Sexist	5.0
Tera e wait kr rha tha k <A/O> tu bhonky edr be a kay,, <A/O> amma hai tu uski..? Apny kam sy kam rakh aur <S> dubara maa chudwanay mat ana,,,bc gashti <S>	Sexist	4.0
RT : <A/O> In se koi poucho bhai tumhaari amma ki doosri suhagraat hai aj jo baajy baja rahy ho gashti k bacho <A/O>	Abusive/Offensive	5.0
<Rel> or teri peen ko to full LUL varr jae ga ha gashti k harmi bachy chootiyay maryam k bharway nawaz k tattay <Rel> noon leg ki dallali karny k <Rel> 2 tokray khanay wala harami dalla <Rel> <A/O> tujh sy gali ka kutta hazaro darjay behtar ha <A/O>	Religious	5.0
<Rel> Lan par charh Haram zaday kuttay kay bachay gashti ma ka bacha <Rel> tu Kon hay kehnay wala kay na musulman kay liyay hay yeh virus	Religious	5.0
<S> Gashti <S> black list ma dala kis ne ha mulk ko	Sexist	3.0
<S> Sunnn by gashti <S> tiri itni age nhi jitni miry Twitter suspended ho gai 39 account izat ras nhi ati ab thik ho gya <A/O> mother fucker <A/O> have a nice day xxx,,,,,🤣🤣🤣🤣🤣🤣	Sexist	4.0
<S> Eng-land ki gashti taxi (reham khan) <S> ka option nahi daala.	Sexist	3.0
<S> Gashti ki bachi <S> tu choron ki dalal ab <A/O> bhonkay gi <A/O>	Sexist	4.0
<S> Yar wo sach mein gashti thi. <S> Jbh 😶	Sexist	3.0
<S> Ma Chuda gandi gashti <S>	Sexist	4.0
Or <S> tum Pakistan ki phli certified Gashti <S>	Sexist	3.0
<S> Stamp to tary baap ki gand pa lagi ha gashti <S> apne bary ma kia kayal ha <S> gashti number one <S>	Sexist	4.0
Bas kar dadi amaan ban gai hai <S> gashti <S> ab bas kar	Sexist	3.0
<A/O> Gandoo ka puttar <A/O> <A/O> Gashti maa ka bachaa <A/O> <A/O> Behan ka pimp <A/O>	Abusive/Offensive	5.0
<S> Kisi ani gashti ki bachi tere harami baap <S> ne tou re election tou dor halqe kholne se he inkar kia tha. per tou hay <S> loharan di khoti .. tere ooper qatri charhte rahe hain.. teri us tarah li. giy hay jaise kuti ki kuta leta hy tu ne baoo baoo he krna hay <S>	Sexist	5.0
Is ka b k6 bta do <S> ya gashti ho ? <S>	Sexist	3.0
<S> Imran khan ka lan choso phir gashti <S>	Sexist	5.0
Chup ker <A/O> chorni panchod <A/O> , <S> tum sab se Bari certified gashti ho <S>	Sexist	5.0
<S> Lora na choos <S> imran khan ny pehly he bol dia tha <S> tery thoku shobaz ki b mary ga gashti <S>	Sexist	5.0
<S> Tu gashti <S> dlwa k kon gya tha <A/O> kisi gashti ma ki bachi <A/O>	Sexist	4.0
<A/O> Tu zaroor kisi gashti ka bacha hai <A/O>	Abusive/Offensive	4.0
or next 100 saal k liay lag gy ta k <A/O> ye raandi chakla gashti <A/O> jaamhoriyaat say jaan chotay. is mulk mein taraki sarif fouji door mein aai is mulk mein daams sary fouji dor k banay rabdi jaamhoriyaat nay sarif humain nuqsan he dia aakhri player ha	Abusive/Offensive	4.0
Honestly <S> what a sasti gashti <S>	Sexist	3.0
Neem ka pata karwa, <S> raizna gashti sab sey bara bharwa <S>	Sexist	4.0
RT : or us <A/O> gashti k bachy ki maa ko l <A/O> jis ki waja se tu ne tweet del kia wish wala	Abusive/Offensive	4.0
<S> Gashti <S>	Sexist	3.0
<S> Sarkari gashti <S>	Sexist	3.0
Aur <S> tum gashti <S> kya kar rahi ho tum ny konsa baap ka naam roshan kiya hy <S> aik no ke taxi <S>	Sexist	4.0
<Rel> Is Haramzadi Gashti aurat ko main jutay lagaon or Ginti Bhule jaon 👞 <Rel>	Religious	5.0
<S> Wou tou gashti bhi hey <S>	Sexist	3.0
or us gashti k bachy ki maa ko l <A/O> jis ki waja se tu ne tweet del kia wish wala	Abusive/Offensive	4.0
<S> Put ur raal on ur phodi and rub it gashti <S>	Sexist	4.0
<S> Gashti reham <S> ki dance is top of the list...	Sexist	3.0
<S> Chup oye gashti <S>	Sexist	3.0
<S> jaa oyeee gashti k pilly manhoosy <S> , <A/O> total laanat teri aan waliyaan naslaan te <A/O>	Sexist	5.0
<A/O> Gashti k bachon <A/O>	Abusive/Offensive	3.0
Dr bewkoof hai. Jo <S> tery jiasy gashti <S> ki tweet py comment kr raha.	Sexist	3.0
<S> Chal gashti ki bachi randi chorni <S>	Sexist	4.0
<S> Lil Gashti mera mask gand me lelia tha tune <S>	Sexist	4.0
Or <S> tu certified gashti hy <S>	Sexist	3.0
Fake hy ye <A/O> gashti ka bacha <A/O>	Abusive/Offensive	3.0
Kon hai ye <S> gashti <S>	Sexist	3.0
<S> Aap ka gashtpuna is still on the top 🤪😁 certified gashti <S>	Sexist	4.0
Announcement: I will block all those who bring this <S> Raza gashti <S> on my timeline through like or reply or retweet.	Sexist	3.0
RT : <S> Maryam Nawaz Gashti <S>	Sexist	3.0
<S> Gashti ne batatin bhi gashtion wali karni hoti hain <S> <S> ...shadi se pehlay bhaag tu gai safdar awan ky sath...pata bh kitni ratain guzari us ky sath... Bitch <S>	Sexist	5.0
oye <A/O> thandi gashti k bache <A/O> dekh tere baap ne kia pakra hath me <A/O> patwari khote khane wali nasal tere baap ne mask pakra he ise N95 Mask kehte bhosri wale k bache <A/O>	Abusive/Offensive	5.0
<S> Gashti gand marwata pakiri gai per ajj patwariyun ki ama ha <S>	Sexist	5.0
<S> Aur pakistan ki cetified Gashti suna hai Nawaz Sharif kay ghar paida hui hai <S>	Sexist	4.0
<S> garage wali gashti <S> sara paisa chori kr k dosro pe ilzam lagana chootya pan hai	Sexist	3.0
<S> Ye penyak Gashti Lahor ki Gashti Heera Mandi Ki Kanjri Maryam safdar ko phansi Deni chahiye 🥾 <S> <S> ye penyak Gashti foj pa Bonkti Hai is Ki maa chodni chahiye is ko phansi Deni chahiye 🥾👢👞🥾👢👞🥾👢👞🥾👢👞🥾👢👞 <S>	Sexist	5.0
<S> Ye penyak Gashti Lahor ki Gashti Heera Mandi Ki Kanjri Maryam safdar <S> na Bray se Bolne ka tariqa na Bat karne ka tariqa or <S> Geraaj ma foj se chadwa chadwa ke foj pa Bonkti Hai Zamane Ki Gashti Maryam safdar ko phansi Deni chahiye <S>	Sexist	5.0
Aur <S> duniya ki pahli gashti <S> jo pm banana chati ha aur <Rel> patwari harami eis ka pecha khara han lanat <Rel>	Religious	3.0
<S> Maryam safdar Ek number ke Gashti hy <S>	Sexist	3.0
<S> Tum Pakistan ki certified gashti ho <S>	Sexist	3.0
<A/O> Mir gashti k bachy... <A/O>	Abusive/Offensive	3.0
<A/O> Gashti ki puttar <A/O> <S> yahan tera thoko Imran khan kahan de aa gya haram zadi ranndi <S>	Sexist	3.0
<A/O> tari beti phuda kisy gashti da bappp😡😡😡😡	Abusive/Offensive	5.0
<Rel> Gashti ki aulad Ch. Fawad Tere farzi mazhab aur teri Kaum Ki MKB, <Rel> My sincere apology	Religious	4.0
<S> Gashti <S> tumhe 18 march ko phir haraye ge aur tujhe muu chupane ki jaga nahi milegi	Sexist	3.0
<U> I’m not a gashti <U> and i don’t remember him being a friend as well	Untargeted	3.0
Ja dafa ho <A/O> kisi gashti ka bacha <A/O>	Abusive/Offensive	3.0
waaah <S> gashti <S>	Sexist	3.0
<S> Gashti <S>	Sexist	3.0
<S> Lahor ki Gashti Heera Mandi Ki Kanjri Maryam safdar ko or India ka Eajent kashmir ka Sodagar Penyak gaddar Molana Diezal ko phansi Deni chahiye 🥾👢👞 <S>	Sexist	5.0
Rameez raja commentary kartey hoey <Rel> harami pan poora kar raha hai. <Rel>	Religious	3.0
<Rel> Ingram harami bh out hgia <Rel>	Religious	3.0
<A/O> Tum maa chudwao aur kam karoo.nahe tou behn ke dlali karo. <A/O> Dr ho Dr banoo. <A/O> bakwas ke tou maa behn sab chudwa lo ge. kutte ke bache bhonki ja ra hae kab sae. <A/O> <Rel> nus nawaz de harami bache <Rel>	Religious	3.0
<Rel> 2 taky k harami bakwas bnd kr Ni to tere zaban khench lon ga <Rel>	Religious	3.0
RT : <A/O> Is lallu <A/O> ye sab faltoo topic dikhte hain, ignore all other important burning topics. <Rel> El number harami. <Rel>	Religious	3.0
RT : AJEEB POLIO KE MAREEZ HAIN <Rel> SAB K SAB HARAMI <Rel>	Religious	3.0
#LQvKK <Rel> kutta harami dalla <Rel>	Religious	4.0
<Rel> Bade harami ho tum bete <Rel> OUR INSPIRATION RUBINA	Religious	3.0
<Rel> Kutty ka bacha harami <Rel>	Religious	4.0
<Rel> Elsa kutti harami chutiya <Rel> ihu 😞	Religious	5.0
<S> Bilawal khusra <S> jete to shafaf election jabki pti 1 seat jete to dhandli. tum jese khusre ko kon vote dega ? <S> hejra bilawl zardari harami <S>	Sexist	5.0
<Rel> Geo hai hi harami <Rel>	Religious	3.0
<Rel> Yeh harami bik gya hai <Rel>	Religious	4.0
<Rel> ITNA CHUTIYA CAPTAIN HARAMI DALA <Rel>	Religious	4.0
<Rel> Randdibaaz Harami Hindu Uttar Joota Maar Joota <Rel>	Religious	5.0
RT : Muhabbat haram nh <U> log harami hein;🙂 <U>	Untargeted	3.0
<U> harami bekaar wahiyaat zaleel ghenaona darpok <U>	Religious	4.0
<Rel> Munafiq kahin ka <Rel> 🤭	Religious	3.0
<Rel> Ya alkah hum ko bais or lafafa or personal grudge or munafiq sahafion se najat de. Unko gharq kar. Unko ko tabah o barbad kar <Rel> Sab bolo ameen Ameen summah Ameen	Religious	5.0
<Rel> Mullan munafiq <Rel> ko hr cheez halwaaa hi lagay ga	Religious	3.0
<Rel> Munafiq hainye sb, <Rel> propoganda master	Religious	3.0
Apni aur apney khandaan ki gurbat ki baat kr rehey ho <Rel> munafiq <Rel>	Religious	3.0
<Rel> Munafiq tu ap log ho <Rel> jo presiding officer ko kidnap kia	Religious	3.0
<Rel> Munafiq <Rel>	Religious	3.0
PTI k apne members agar andar ki baat bta den to Woh jhoote hain lekin tu aur tera leader sara din Chor dakoo ki gardan baghair sboot parhen to tum log Sadiq Ameen.. <Rel> Shut ur gutter mouth.. jhoot bak bak k ilawa Teri kia khidmat hain Mulk k lie.. Sharam. Kro..munafiq.. <Rel>	Religious	4.0
<U> Duniya hai he munafiq <U> 🙂	Untargeted	3.0
Qyamat ka intzar krna he bhtr hai yhan py koi kisi ki awaz nahi sunta <U> sub munafiq hai!! <U>	Untargeted	3.0
Dukh or takleef jase azmaish ALLAH sirf un logon ko deta jinko apny qareeb karna chahta ho. Toxic people se mtlb Quran me munafiq hain jin ALLAH ne mominin ko ase logon ko dost na bananay ka hukam diya	Neutral	0.0
<S> yani larkiyan munafiq hoti <S>	Sexist	4.0
<Rel> Munafiq mir <Rel> k show mein janay k faida nahi wese yeh khud ppp k sath milaa hoa hai	Religious	3.0
